day_period;currency_code;currency_name;currency_rate;source
2021-07-22;UGX;Ugandan Shilling;0.000281807737;XE
2021-07-22;USD;USD;1.0;ECB
2021-07-22;UST;USDT;1.0;CUST
2021-07-22;VND;Vietnamese Dong;0.00004343499;XE
2021-07-22;XBT;Bitcoin;32363.71639028053;XE
2021-07-22;ZAR;ZAR;0.0686793157;ECB
2021-07-23;AUD;AUD;0.738020572;ECB
2021-07-23;BGN;BGN;0.6016463851;ECB
2021-07-23;BRL;BRL;0.1928731826;ECB
2021-07-23;CAD;CAD;0.7957127401;ECB
2021-07-23;CHF;CHF;1.0857169219;ECB
2021-07-23;CNY;CNY;0.1543739505;ECB
2021-07-23;CZK;CZK;0.0458752437;ECB
2021-07-23;DKK;DKK;0.1581968756;ECB
2021-07-23;EUR;EUR;1.1767;ECB
2021-07-23;GBP;GBP;1.3755655051;ECB
2021-07-23;HKD;HKD;0.1287136294;ECB
2021-07-23;HRK;HRK;0.156158348;ECB
2021-07-23;HUF;HUF;0.0032765294;ECB
2021-07-23;IDR;IDR;0.0000690137;ECB
2021-07-23;ILS;ILS;0.3055569982;ECB
2021-07-23;INR;INR;0.0134341053;ECB
2021-07-23;ISK;ISK;0.0078973154;ECB
2021-07-23;JPY;JPY;0.0090438859;ECB
2021-07-23;KRW;KRW;0.0008689327;ECB
2021-07-23;LAK;Lao Kip;0.000104764752;XE
2021-07-23;MXN;MXN;0.0498101483;ECB
2021-07-23;MYR;MYR;0.2366034625;ECB
2021-07-23;NGN;Nigerian Naira;0.002431067697;XE
2021-07-23;NOK;NOK;0.1130735598;ECB
2021-07-23;NZD;NZD;0.6985040959;ECB
2021-07-23;PHP;PHP;0.0199035859;ECB
2021-07-23;PLN;PLN;0.2575343065;ECB
2021-07-23;RON;RON;0.2390354887;ECB
2021-07-23;RUB;RUB;0.0135837757;ECB
2021-07-23;SEK;SEK;0.1152441115;ECB
2021-07-23;SGD;SGD;0.7355754204;ECB
2021-07-23;THB;THB;0.0303719382;ECB
2021-07-23;TRY;TRY;0.1169995923;ECB
2021-07-23;UGX;Ugandan Shilling;0.000282330056;XE
2021-07-23;USD;USD;1.0;ECB
2021-07-23;UST;USDT;1.0;CUST
2021-07-23;VND;Vietnamese Dong;0.000043418027;XE
2021-07-23;XBT;Bitcoin;32415.226079994296;XE
2021-07-23;ZAR;ZAR;0.0676723295;ECB
2021-07-24;AUD;AUD;0.738020572;ECB
2021-07-24;BGN;BGN;0.6016463851;ECB
2021-07-24;BRL;BRL;0.1928731826;ECB
2021-07-24;CAD;CAD;0.7957127401;ECB
2021-07-24;CHF;CHF;1.0857169219;ECB
2021-07-24;CNY;CNY;0.1543739505;ECB
2021-07-24;CZK;CZK;0.0458752437;ECB
2021-07-24;DKK;DKK;0.1581968756;ECB
2021-07-24;EUR;EUR;1.1767;ECB
2021-07-24;GBP;GBP;1.3755655051;ECB
2021-07-24;HKD;HKD;0.1287136294;ECB
2021-07-24;HRK;HRK;0.156158348;ECB
2021-07-24;HUF;HUF;0.0032765294;ECB
2021-07-24;IDR;IDR;0.0000690137;ECB
2021-07-24;ILS;ILS;0.3055569982;ECB
2021-07-24;INR;INR;0.0134341053;ECB
2021-07-24;ISK;ISK;0.0078973154;ECB
2021-07-24;JPY;JPY;0.0090438859;ECB
2021-07-24;KRW;KRW;0.0008689327;ECB
2021-07-24;LAK;Lao Kip;0.000104924626;XE
2021-07-24;MXN;MXN;0.0498101483;ECB
2021-07-24;MYR;MYR;0.2366034625;ECB
2021-07-24;NGN;Nigerian Naira;0.002430078077;XE
2021-07-24;NOK;NOK;0.1130735598;ECB
2021-07-24;NZD;NZD;0.6985040959;ECB
2021-07-24;PHP;PHP;0.0199035859;ECB
2021-07-24;PLN;PLN;0.2575343065;ECB
2021-07-24;RON;RON;0.2390354887;ECB
2021-07-24;RUB;RUB;0.0135837757;ECB
2021-07-24;SEK;SEK;0.1152441115;ECB
2021-07-24;SGD;SGD;0.7355754204;ECB
2021-07-24;THB;THB;0.0303719382;ECB
2021-07-24;TRY;TRY;0.1169995923;ECB
2021-07-24;UGX;Ugandan Shilling;0.000281792868;XE
2021-07-24;USD;USD;1.0;ECB
2021-07-24;UST;USDT;1.0;CUST
2021-07-24;VND;Vietnamese Dong;0.000043401559;XE
2021-07-24;XBT;Bitcoin;33905.086101966153;XE
2021-07-24;ZAR;ZAR;0.0676723295;ECB
2021-07-25;AUD;AUD;0.738020572;ECB
2021-07-25;BGN;BGN;0.6016463851;ECB
2021-07-25;BRL;BRL;0.1928731826;ECB
2021-07-25;CAD;CAD;0.7957127401;ECB
2021-07-25;CHF;CHF;1.0857169219;ECB
2021-07-25;CNY;CNY;0.1543739505;ECB
2021-07-25;CZK;CZK;0.0458752437;ECB
2021-07-25;DKK;DKK;0.1581968756;ECB
2021-07-25;EUR;EUR;1.1767;ECB
2021-07-25;GBP;GBP;1.3755655051;ECB
2021-07-25;HKD;HKD;0.1287136294;ECB
2021-07-25;HRK;HRK;0.156158348;ECB
2021-07-25;HUF;HUF;0.0032765294;ECB
2021-07-25;IDR;IDR;0.0000690137;ECB
2021-07-25;ILS;ILS;0.3055569982;ECB
2021-07-25;INR;INR;0.0134341053;ECB
2021-07-25;ISK;ISK;0.0078973154;ECB
2021-07-25;JPY;JPY;0.0090438859;ECB
2021-07-25;KRW;KRW;0.0008689327;ECB
2021-07-25;LAK;Lao Kip;0.000104943018;XE
2021-07-25;MXN;MXN;0.0498101483;ECB
2021-07-25;MYR;MYR;0.2366034625;ECB
2021-07-25;NGN;Nigerian Naira;0.002430067739;XE
2021-07-25;NOK;NOK;0.1130735598;ECB
2021-07-25;NZD;NZD;0.6985040959;ECB
2021-07-25;PHP;PHP;0.0199035859;ECB
2021-07-25;PLN;PLN;0.2575343065;ECB
2021-07-25;RON;RON;0.2390354887;ECB
2021-07-25;RUB;RUB;0.0135837757;ECB
2021-07-25;SEK;SEK;0.1152441115;ECB
2021-07-25;SGD;SGD;0.7355754204;ECB
2021-07-25;THB;THB;0.0303719382;ECB
2021-07-25;TRY;TRY;0.1169995923;ECB
2021-07-25;UGX;Ugandan Shilling;0.000281720975;XE
2021-07-25;USD;USD;1.0;ECB
2021-07-25;UST;USDT;1.0;CUST
2021-07-25;VND;Vietnamese Dong;0.00004341934;XE
2021-07-25;XBT;Bitcoin;34152.422260548832;XE
2021-07-25;ZAR;ZAR;0.0676723295;ECB
2021-07-26;AUD;AUD;0.7362273579;ECB
2021-07-26;BGN;BGN;0.6026689846;ECB
2021-07-26;BRL;BRL;0.1915152894;ECB
2021-07-26;CAD;CAD;0.7962037287;ECB
2021-07-26;CHF;CHF;1.0887677813;ECB
2021-07-26;CNY;CNY;0.1542276189;ECB
2021-07-26;CZK;CZK;0.0459908697;ECB
2021-07-26;DKK;DKK;0.158487065;ECB
2021-07-26;EUR;EUR;1.1787;ECB
2021-07-26;GBP;GBP;1.3791126503;ECB
2021-07-26;HKD;HKD;0.128600419;ECB
2021-07-26;HRK;HRK;0.1566482823;ECB
2021-07-26;HUF;HUF;0.0032592285;ECB
2021-07-26;IDR;IDR;0.0000689935;ECB
2021-07-26;ILS;ILS;0.3062592564;ECB
2021-07-26;INR;INR;0.0134354643;ECB
2021-07-26;ISK;ISK;0.0079320323;ECB
2021-07-26;JPY;JPY;0.0090634371;ECB
2021-07-26;KRW;KRW;0.0008662517;ECB
2021-07-26;LAK;Lao Kip;0.000104691674;XE
2021-07-26;MXN;MXN;0.0497707177;ECB
2021-07-26;MYR;MYR;0.2363213505;ECB
2021-07-26;NGN;Nigerian Naira;0.00243020346;XE
2021-07-26;NOK;NOK;0.1130430613;ECB
2021-07-26;NZD;NZD;0.6979098822;ECB
2021-07-26;PHP;PHP;0.019862829;ECB
2021-07-26;PLN;PLN;0.2568645397;ECB
2021-07-26;RON;RON;0.2394612275;ECB
2021-07-26;RUB;RUB;0.0135216522;ECB
2021-07-26;SEK;SEK;0.1155022048;ECB
2021-07-26;SGD;SGD;0.7352170659;ECB
2021-07-26;THB;THB;0.0303538319;ECB
2021-07-26;TRY;TRY;0.1167341765;ECB
2021-07-26;UGX;Ugandan Shilling;0.000282080662;XE
2021-07-26;USD;USD;1.0;ECB
2021-07-26;UST;USDT;1.0;CUST
2021-07-26;VND;Vietnamese Dong;0.000043457854;XE
2021-07-26;XBT;Bitcoin;38468.048438966594;XE
2021-07-26;ZAR;ZAR;0.0674136097;ECB
2021-07-27;AUD;AUD;0.7367895689;ECB
2021-07-27;BGN;BGN;0.6038449739;ECB
2021-07-27;BRL;BRL;0.1926967759;ECB
2021-07-27;CAD;CAD;0.7958757329;ECB
2021-07-27;CHF;CHF;1.0929113455;ECB
2021-07-27;CNY;CNY;0.153778044;ECB
2021-07-27;CZK;CZK;0.0459801441;ECB
2021-07-27;DKK;DKK;0.1587984564;ECB
2021-07-27;EUR;EUR;1.181;ECB
2021-07-27;GBP;GBP;1.3812380852;ECB
2021-07-27;HKD;HKD;0.1284882772;ECB
2021-07-27;HRK;HRK;0.1573324097;ECB
2021-07-27;HUF;HUF;0.003285758;ECB
2021-07-27;IDR;IDR;0.0000690259;ECB
2021-07-27;ILS;ILS;0.3074640077;ECB
2021-07-27;INR;INR;0.0134337356;ECB
2021-07-27;ISK;ISK;0.0079261745;ECB
2021-07-27;JPY;JPY;0.0090860132;ECB
2021-07-27;KRW;KRW;0.0008679037;ECB
2021-07-27;LAK;Lao Kip;0.000104837624;XE
2021-07-27;MXN;MXN;0.0498971215;ECB
2021-07-27;MYR;MYR;0.2362472494;ECB
2021-07-27;NGN;Nigerian Naira;0.002430170304;XE
2021-07-27;NOK;NOK;0.1130976892;ECB
2021-07-27;NZD;NZD;0.6965086105;ECB
2021-07-27;PHP;PHP;0.0198310748;ECB
2021-07-27;PLN;PLN;0.2572648456;ECB
2021-07-27;RON;RON;0.2400601675;ECB
2021-07-27;RUB;RUB;0.0135726377;ECB
2021-07-27;SEK;SEK;0.1161829808;ECB
2021-07-27;SGD;SGD;0.735413164;ECB
2021-07-27;THB;THB;0.0303396188;ECB
2021-07-27;TRY;TRY;0.1168497081;ECB
2021-07-27;UGX;Ugandan Shilling;0.000281101947;XE
2021-07-27;USD;USD;1.0;ECB
2021-07-27;UST;USDT;1.0;CUST
2021-07-27;VND;Vietnamese Dong;0.00004352417;XE
2021-07-27;XBT;Bitcoin;38241.356497397675;XE
2021-07-27;ZAR;ZAR;0.0673579267;ECB
2021-07-28;AUD;AUD;0.7342205087;ECB
2021-07-28;BGN;BGN;0.603691584;ECB
2021-07-28;BRL;BRL;0.1937765669;ECB
2021-07-28;CAD;CAD;0.7956199461;ECB
2021-07-28;CHF;CHF;1.0930383262;ECB
2021-07-28;CNY;CNY;0.153893277;ECB
2021-07-28;CZK;CZK;0.0460760976;ECB
2021-07-28;DKK;DKK;0.1587538488;ECB
2021-07-28;EUR;EUR;1.1807;ECB
2021-07-28;GBP;GBP;1.3875080792;ECB
2021-07-28;HKD;HKD;0.1285045712;ECB
2021-07-28;HRK;HRK;0.157288253;ECB
2021-07-28;HUF;HUF;0.0032822751;ECB
2021-07-28;IDR;IDR;0.0000689748;ECB
2021-07-28;ILS;ILS;0.3067390627;ECB
2021-07-28;INR;INR;0.0134425558;ECB
2021-07-28;ISK;ISK;0.0079561995;ECB
2021-07-28;JPY;JPY;0.0090844041;ECB
2021-07-28;KRW;KRW;0.0008662573;ECB
2021-07-28;LAK;Lao Kip;0.000104870704;XE
2021-07-28;MXN;MXN;0.0500672114;ECB
2021-07-28;MYR;MYR;0.2361258325;ECB
2021-07-28;NGN;Nigerian Naira;0.002430165079;XE
2021-07-28;NOK;NOK;0.1126321212;ECB
2021-07-28;NZD;NZD;0.6939987069;ECB
2021-07-28;PHP;PHP;0.0198553771;ECB
2021-07-28;PLN;PLN;0.2568693571;ECB
2021-07-28;RON;RON;0.2399162823;ECB
2021-07-28;RUB;RUB;0.0136077707;ECB
2021-07-28;SEK;SEK;0.1157969067;ECB
2021-07-28;SGD;SGD;0.7353179299;ECB
2021-07-28;THB;THB;0.0304461062;ECB
2021-07-28;TRY;TRY;0.1169322492;ECB
2021-07-28;UGX;Ugandan Shilling;0.000281709915;XE
2021-07-28;USD;USD;1.0;ECB
2021-07-28;UST;USDT;1.0;CUST
2021-07-28;VND;Vietnamese Dong;0.00004353953;XE
2021-07-28;XBT;Bitcoin;39628.757796958096;XE
2021-07-28;ZAR;ZAR;0.0675488581;ECB
2021-07-29;AUD;AUD;0.7391981073;ECB
2021-07-29;BGN;BGN;0.6070661622;ECB
2021-07-29;BRL;BRL;0.1965110313;ECB
2021-07-29;CAD;CAD;0.8017963263;ECB
2021-07-29;CHF;CHF;1.1005747126;ECB
2021-07-29;CNY;CNY;0.1548160801;ECB
2021-07-29;CZK;CZK;0.0465498314;ECB
2021-07-29;DKK;DKK;0.1596348284;ECB
2021-07-29;EUR;EUR;1.1873;ECB
2021-07-29;GBP;GBP;1.3955101081;ECB
2021-07-29;HKD;HKD;0.1286739206;ECB
2021-07-29;HRK;HRK;0.1581274556;ECB
2021-07-29;HUF;HUF;0.0033157395;ECB
2021-07-29;IDR;IDR;0.000069139;ECB
2021-07-29;ILS;ILS;0.3082214896;ECB
2021-07-29;INR;INR;0.0134664134;ECB
2021-07-29;ISK;ISK;0.0080658967;ECB
2021-07-29;JPY;JPY;0.0091043632;ECB
2021-07-29;KRW;KRW;0.0008729698;ECB
2021-07-29;LAK;Lao Kip;0.000104938904;XE
2021-07-29;MXN;MXN;0.0503829751;ECB
2021-07-29;MYR;MYR;0.235931166;ECB
2021-07-29;NGN;Nigerian Naira;0.002431729419;XE
2021-07-29;NOK;NOK;0.1141711461;ECB
2021-07-29;NZD;NZD;0.6989874014;ECB
2021-07-29;PHP;PHP;0.0198804461;ECB
2021-07-29;PLN;PLN;0.259337731;ECB
2021-07-29;RON;RON;0.2412475871;ECB
2021-07-29;RUB;RUB;0.013646797;ECB
2021-07-29;SEK;SEK;0.1167740349;ECB
2021-07-29;SGD;SGD;0.7387381782;ECB
2021-07-29;THB;THB;0.0304412481;ECB
2021-07-29;TRY;TRY;0.1177281336;ECB
2021-07-29;UGX;Ugandan Shilling;0.000281649116;XE
2021-07-29;USD;USD;1.0;ECB
2021-07-29;UST;USDT;1.0;CUST
2021-07-29;VND;Vietnamese Dong;0.000043488309;XE
2021-07-29;XBT;Bitcoin;39960.519007220864;XE
2021-07-29;ZAR;ZAR;0.0685836746;ECB
2021-07-30;AUD;AUD;0.7370606831;ECB
2021-07-30;BGN;BGN;0.6079865017;ECB
2021-07-30;BRL;BRL;0.1958462349;ECB
2021-07-30;CAD;CAD;0.8039348252;ECB
2021-07-30;CHF;CHF;1.1039829171;ECB
2021-07-30;CNY;CNY;0.1547541581;ECB
2021-07-30;CZK;CZK;0.0466295439;ECB
2021-07-30;DKK;DKK;0.1598703935;ECB
2021-07-30;EUR;EUR;1.1891;ECB
2021-07-30;GBP;GBP;1.3966408269;ECB
2021-07-30;HKD;HKD;0.1286194849;ECB
2021-07-30;HRK;HRK;0.1585403251;ECB
2021-07-30;HUF;HUF;0.0033289474;ECB
2021-07-30;IDR;IDR;0.0000691962;ECB
2021-07-30;ILS;ILS;0.3096372679;ECB
2021-07-30;INR;INR;0.0134522553;ECB
2021-07-30;ISK;ISK;0.0081111869;ECB
2021-07-30;JPY;JPY;0.0091195644;ECB
2021-07-30;KRW;KRW;0.0008687552;ECB
2021-07-30;LAK;Lao Kip;0.000104870778;XE
2021-07-30;MXN;MXN;0.0503265235;ECB
2021-07-30;MYR;MYR;0.2369669191;ECB
2021-07-30;NGN;Nigerian Naira;0.002431889761;XE
2021-07-30;NOK;NOK;0.1138930128;ECB
2021-07-30;NZD;NZD;0.6998822837;ECB
2021-07-30;PHP;PHP;0.0199919299;ECB
2021-07-30;PLN;PLN;0.2605618371;ECB
2021-07-30;RON;RON;0.2416722558;ECB
2021-07-30;RUB;RUB;0.0137132748;ECB
2021-07-30;SEK;SEK;0.1167294931;ECB
2021-07-30;SGD;SGD;0.7390304537;ECB
2021-07-30;THB;THB;0.0304133204;ECB
2021-07-30;TRY;TRY;0.1189278392;ECB
2021-07-30;UGX;Ugandan Shilling;0.000281617015;XE
2021-07-30;USD;USD;1.0;ECB
2021-07-30;UST;USDT;1.0;CUST
2021-07-30;VND;Vietnamese Dong;0.000043624449;XE
2021-07-30;XBT;Bitcoin;39045.417629786971;XE
2021-07-30;ZAR;ZAR;0.0686218498;ECB
2021-07-31;AUD;AUD;0.7370606831;ECB
2021-07-31;BGN;BGN;0.6079865017;ECB
2021-07-31;BRL;BRL;0.1958462349;ECB
2021-07-31;CAD;CAD;0.8039348252;ECB
2021-07-31;CHF;CHF;1.1039829171;ECB
2021-07-31;CNY;CNY;0.1547541581;ECB
2021-07-31;CZK;CZK;0.0466295439;ECB
2021-07-31;DKK;DKK;0.1598703935;ECB
2021-07-31;EUR;EUR;1.1891;ECB
2021-07-31;GBP;GBP;1.3966408269;ECB
2021-07-31;HKD;HKD;0.1286194849;ECB
2021-07-31;HRK;HRK;0.1585403251;ECB
2021-07-31;HUF;HUF;0.0033289474;ECB
2021-07-31;IDR;IDR;0.0000691962;ECB
2021-07-31;ILS;ILS;0.3096372679;ECB
2021-07-31;INR;INR;0.0134522553;ECB
2021-07-31;ISK;ISK;0.0081111869;ECB
2021-07-31;JPY;JPY;0.0091195644;ECB
2021-07-31;KRW;KRW;0.0008687552;ECB
2021-07-31;LAK;Lao Kip;0.000104938629;XE
2021-07-31;MXN;MXN;0.0503265235;ECB
2021-07-31;MYR;MYR;0.2369669191;ECB
2021-07-31;NGN;Nigerian Naira;0.002430109107;XE
2021-07-31;NOK;NOK;0.1138930128;ECB
2021-07-31;NZD;NZD;0.6998822837;ECB
2021-07-31;PHP;PHP;0.0199919299;ECB
2021-07-31;PLN;PLN;0.2605618371;ECB
2021-07-31;RON;RON;0.2416722558;ECB
2021-07-31;RUB;RUB;0.0137132748;ECB
2021-07-31;SEK;SEK;0.1167294931;ECB
2021-07-31;SGD;SGD;0.7390304537;ECB
2021-07-31;THB;THB;0.0304133204;ECB
2021-07-31;TRY;TRY;0.1189278392;ECB
2021-07-31;UGX;Ugandan Shilling;0.000281697048;XE
2021-07-31;USD;USD;1.0;ECB
2021-07-31;UST;USDT;1.0;CUST
2021-07-31;VND;Vietnamese Dong;0.000043414528;XE
2021-07-31;XBT;Bitcoin;41452.151781198962;XE
2021-07-31;ZAR;ZAR;0.0686218498;ECB
2021-08-01;AUD;AUD;0.7370606831;ECB
2021-08-01;BGN;BGN;0.6079865017;ECB
2021-08-01;BRL;BRL;0.1958462349;ECB
2021-08-01;CAD;CAD;0.8039348252;ECB
2021-08-01;CHF;CHF;1.1039829171;ECB
2021-08-01;CNY;CNY;0.1547541581;ECB
2021-08-01;CZK;CZK;0.0466295439;ECB
2021-08-01;DKK;DKK;0.1598703935;ECB
2021-08-01;EUR;EUR;1.1891;ECB
2021-08-01;GBP;GBP;1.3966408269;ECB
2021-08-01;HKD;HKD;0.1286194849;ECB
2021-08-01;HRK;HRK;0.1585403251;ECB
2021-08-01;HUF;HUF;0.0033289474;ECB
2021-08-01;IDR;IDR;0.0000691962;ECB
2021-08-01;ILS;ILS;0.3096372679;ECB
2021-08-01;INR;INR;0.0134522553;ECB
2021-08-01;ISK;ISK;0.0081111869;ECB
2021-08-01;JPY;JPY;0.0091195644;ECB
2021-08-01;KRW;KRW;0.0008687552;ECB
2021-08-01;LAK;Lao Kip;0.000105046893;XE
2021-08-01;MXN;MXN;0.0503265235;ECB
2021-08-01;MYR;MYR;0.2369669191;ECB
2021-08-01;NGN;Nigerian Naira;0.002430062508;XE
2021-08-01;NOK;NOK;0.1138930128;ECB
2021-08-01;NZD;NZD;0.6998822837;ECB
2021-08-01;PHP;PHP;0.0199919299;ECB
2021-08-01;PLN;PLN;0.2605618371;ECB
2021-08-01;RON;RON;0.2416722558;ECB
2021-08-01;RUB;RUB;0.0137132748;ECB
2021-08-01;SEK;SEK;0.1167294931;ECB
2021-08-01;SGD;SGD;0.7390304537;ECB
2021-08-01;THB;THB;0.0304133204;ECB
2021-08-01;TRY;TRY;0.1189278392;ECB
2021-08-01;UGX;Ugandan Shilling;0.000281690209;XE
2021-08-01;USD;USD;1.0;ECB
2021-08-01;UST;USDT;1.0;CUST
2021-08-01;VND;Vietnamese Dong;0.000043386331;XE
2021-08-01;XBT;Bitcoin;41314.802267356346;XE
2021-08-01;ZAR;ZAR;0.0686218498;ECB
2021-08-02;AUD;AUD;0.7363856019;ECB
2021-08-02;BGN;BGN;0.6077308518;ECB
2021-08-02;BRL;BRL;0.1933972242;ECB
2021-08-02;CAD;CAD;0.8022408207;ECB
2021-08-02;CHF;CHF;1.1045441873;ECB
2021-08-02;CNY;CNY;0.15475152;ECB
2021-08-02;CZK;CZK;0.0466556759;ECB
2021-08-02;DKK;DKK;0.1597988734;ECB
2021-08-02;EUR;EUR;1.1886;ECB
2021-08-02;GBP;GBP;1.3890706806;ECB
2021-08-02;HKD;HKD;0.128639148;ECB
2021-08-02;HRK;HRK;0.1585582221;ECB
2021-08-02;HUF;HUF;0.0033386703;ECB
2021-08-02;IDR;IDR;0.0000695512;ECB
2021-08-02;ILS;ILS;0.3101693588;ECB
2021-08-02;INR;INR;0.0134463098;ECB
2021-08-02;ISK;ISK;0.0080967302;ECB
2021-08-02;JPY;JPY;0.0091311362;ECB
2021-08-02;KRW;KRW;0.0008690693;ECB
2021-08-02;LAK;Lao Kip;0.000104730807;XE
2021-08-02;MXN;MXN;0.0504488445;ECB
2021-08-02;MYR;MYR;0.2366880401;ECB
2021-08-02;NGN;Nigerian Naira;0.002430267617;XE
2021-08-02;NOK;NOK;0.1137253026;ECB
2021-08-02;NZD;NZD;0.6974942785;ECB
2021-08-02;PHP;PHP;0.0200739727;ECB
2021-08-02;PLN;PLN;0.2608752908;ECB
2021-08-02;RON;RON;0.2416836112;ECB
2021-08-02;RUB;RUB;0.0137540472;ECB
2021-08-02;SEK;SEK;0.1166323226;ECB
2021-08-02;SGD;SGD;0.739685108;ECB
2021-08-02;THB;THB;0.0303586024;ECB
2021-08-02;TRY;TRY;0.1198415019;ECB
2021-08-02;UGX;Ugandan Shilling;0.000281526397;XE
2021-08-02;USD;USD;1.0;ECB
2021-08-02;UST;USDT;1.0;CUST
2021-08-02;VND;Vietnamese Dong;0.000043504918;XE
2021-08-02;XBT;Bitcoin;39691.83261160351;XE
2021-08-02;ZAR;ZAR;0.0695116174;ECB
2021-08-03;AUD;AUD;0.7388412284;ECB
2021-08-03;BGN;BGN;0.6076797219;ECB
2021-08-03;BRL;BRL;0.1923419268;ECB
2021-08-03;CAD;CAD;0.799045314;ECB
2021-08-03;CHF;CHF;1.1071262226;ECB
2021-08-03;CNY;CNY;0.1547163425;ECB
2021-08-03;CZK;CZK;0.0466261279;ECB
2021-08-03;DKK;DKK;0.1597961708;ECB
2021-08-03;EUR;EUR;1.1885;ECB
2021-08-03;GBP;GBP;1.3924198934;ECB
2021-08-03;HKD;HKD;0.1285865755;ECB
2021-08-03;HRK;HRK;0.1584561029;ECB
2021-08-03;HUF;HUF;0.0033517584;ECB
2021-08-03;IDR;IDR;0.0000699297;ECB
2021-08-03;ILS;ILS;0.3110360891;ECB
2021-08-03;INR;INR;0.0134723836;ECB
2021-08-03;ISK;ISK;0.0081070941;ECB
2021-08-03;JPY;JPY;0.0091634541;ECB
2021-08-03;KRW;KRW;0.0008709576;ECB
2021-08-03;LAK;Lao Kip;0.000104679079;XE
2021-08-03;MXN;MXN;0.0503731897;ECB
2021-08-03;MYR;MYR;0.2369370627;ECB
2021-08-03;NGN;Nigerian Naira;0.002430211027;XE
2021-08-03;NOK;NOK;0.1139031847;ECB
2021-08-03;NZD;NZD;0.7010558603;ECB
2021-08-03;PHP;PHP;0.0201625216;ECB
2021-08-03;PLN;PLN;0.2608533427;ECB
2021-08-03;RON;RON;0.2416485371;ECB
2021-08-03;RUB;RUB;0.0137071931;ECB
2021-08-03;SEK;SEK;0.1164682248;ECB
2021-08-03;SGD;SGD;0.740221724;ECB
2021-08-03;THB;THB;0.0302848843;ECB
2021-08-03;TRY;TRY;0.1193560697;ECB
2021-08-03;UGX;Ugandan Shilling;0.000281648535;XE
2021-08-03;USD;USD;1.0;ECB
2021-08-03;UST;USDT;1.0;CUST
2021-08-03;VND;Vietnamese Dong;0.000043600619;XE
2021-08-03;XBT;Bitcoin;38211.984806914843;XE
2021-08-03;ZAR;ZAR;0.0695025175;ECB
2021-08-04;AUD;AUD;0.7412198475;ECB
2021-08-04;BGN;BGN;0.6064526025;ECB
2021-08-04;BRL;BRL;0.1925174485;ECB
2021-08-04;CAD;CAD;0.7971102151;ECB
2021-08-04;CHF;CHF;1.1055084351;ECB
2021-08-04;CNY;CNY;0.1547665649;ECB
2021-08-04;CZK;CZK;0.0466234277;ECB
2021-08-04;DKK;DKK;0.1594927858;ECB
2021-08-04;EUR;EUR;1.1861;ECB
2021-08-04;GBP;GBP;1.3929045365;ECB
2021-08-04;HKD;HKD;0.1285940414;ECB
2021-08-04;HRK;HRK;0.1581276913;ECB
2021-08-04;HUF;HUF;0.0033482949;ECB
2021-08-04;IDR;IDR;0.0000699119;ECB
2021-08-04;ILS;ILS;0.3118443539;ECB
2021-08-04;INR;INR;0.0134849217;ECB
2021-08-04;ISK;ISK;0.0080359079;ECB
2021-08-04;JPY;JPY;0.0091725311;ECB
2021-08-04;KRW;KRW;0.0008750664;ECB
2021-08-04;LAK;Lao Kip;0.000104634671;XE
2021-08-04;MXN;MXN;0.050348932;ECB
2021-08-04;MYR;MYR;0.2368552429;ECB
2021-08-04;NGN;Nigerian Naira;0.002433002229;XE
2021-08-04;NOK;NOK;0.113448111;ECB
2021-08-04;NZD;NZD;0.706684938;ECB
2021-08-04;PHP;PHP;0.0201074795;ECB
2021-08-04;PLN;PLN;0.2610370175;ECB
2021-08-04;RON;RON;0.2411507573;ECB
2021-08-04;RUB;RUB;0.0137104586;ECB
2021-08-04;SEK;SEK;0.1163185251;ECB
2021-08-04;SGD;SGD;0.7413125;ECB
2021-08-04;THB;THB;0.0302021797;ECB
2021-08-04;TRY;TRY;0.1184737552;ECB
2021-08-04;UGX;Ugandan Shilling;0.000282003403;XE
2021-08-04;USD;USD;1.0;ECB
2021-08-04;UST;USDT;1.0;CUST
2021-08-04;VND;Vietnamese Dong;0.000043578383;XE
2021-08-04;XBT;Bitcoin;39220.300427501272;XE
2021-08-04;ZAR;ZAR;0.0700959158;ECB
2021-08-05;AUD;AUD;0.7410881801;ECB
2021-08-05;BGN;BGN;0.6058901728;ECB
2021-08-05;BRL;BRL;0.1940586925;ECB
2021-08-05;CAD;CAD;0.7997570358;ECB
2021-08-05;CHF;CHF;1.104071555;ECB
2021-08-05;CNY;CNY;0.1547906734;ECB
2021-08-05;CZK;CZK;0.0466260083;ECB
2021-08-05;DKK;DKK;0.1593470134;ECB
2021-08-05;EUR;EUR;1.185;ECB
2021-08-05;GBP;GBP;1.3931342582;ECB
2021-08-05;HKD;HKD;0.1285807292;ECB
2021-08-05;HRK;HRK;0.1579831485;ECB
2021-08-05;HUF;HUF;0.0033479305;ECB
2021-08-05;IDR;IDR;0.0000697331;ECB
2021-08-05;ILS;ILS;0.3115551466;ECB
2021-08-05;INR;INR;0.0134926491;ECB
2021-08-05;ISK;ISK;0.0080067568;ECB
2021-08-05;JPY;JPY;0.0091301333;ECB
2021-08-05;KRW;KRW;0.0008756115;ECB
2021-08-05;LAK;Lao Kip;0.000104692024;XE
2021-08-05;MXN;MXN;0.0501880464;ECB
2021-08-05;MYR;MYR;0.2371090702;ECB
2021-08-05;NGN;Nigerian Naira;0.00243225488;XE
2021-08-05;NOK;NOK;0.113494876;ECB
